""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0CZ00130	6961.13302566837	-1.23193240902145	0.240596525861053	-5.12032501139645	3.05009527014686e-07	4.28479275082182e-06	S_eubayanus	SPGP0CZ00130	XP_018220842.1	A0A0L8RFA0	A0A0L8RFA0_SACEU	DI49_3167				DI49_3167	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	294																				
SPGP0CZ00340	383.360256052976	-1.11692753501265	0.168842001112347	-6.61522327178208	3.70991374632722e-11	9.91608509010943e-10	S_eubayanus	SPGP0CZ00340	XP_018220860.1	A0A0L8RFK4	A0A0L8RFK4_SACEU	DI49_3187				DI49_3187	MST1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	462		mitochondrial threonyl-tRNA aminoacylation [GO:0070159]	ATP binding [GO:0005524]; threonine-tRNA ligase activity [GO:0004829]	mitochondrion [GO:0005739]																
SPGP0CZ00630	26.0945360602666	-2.42565341279896	0.946019294668643	-2.56406336157085	0.010345465666053	0.0380439384740689	
SPGP0CZ00670	59.9727352823198	1.66471878401033	0.336466246226554	4.94765463900181	7.51130257921812e-07	9.64021425924864e-06	S_eubayanus	SPGP0CZ00670	XP_018220893.1	A0A0L8RFH7	A0A0L8RFH7_SACEU	DI49_3222				DI49_3222	Transcription elongation factor 1 homolog	unreviewed	Saccharomyces eubayanus (Yeast)	146		chromatin-mediated maintenance of transcription [GO:0048096]; transcription elongation from RNA polymerase II promoter [GO:0006368]	metal ion binding [GO:0046872]; RNA polymerase II complex binding [GO:0000993]	transcription elongation factor complex [GO:0008023]	FUNCTION: Transcription elongation factor implicated in the maintenance of proper chromatin structure in actively transcribed regions. {ECO:0000256|RuleBase:RU364033}.										SUBCELLULAR LOCATION: Nucleus {ECO:0000256|RuleBase:RU364033}.					
SPGP0CZ00730	350.67506938816	-1.61860535407856	0.132400568869882	-12.2250634411493	2.28403315950656e-34	3.23369132160765e-32	S_eubayanus	SPGP0CZ00730	XP_018220898.1	A0A0L8RFH9	A0A0L8RFH9_SACEU	DI49_3228				DI49_3228	Phosphoglycerate mutase (EC 5.4.2.11)	unreviewed	Saccharomyces eubayanus (Yeast)	247	5.4.2.11	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	phosphoglycerate mutase activity [GO:0004619]	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]		CATALYTIC ACTIVITY: Reaction=(2R)-2-phosphoglycerate = (2R)-3-phosphoglycerate; Xref=Rhea:RHEA:15901, ChEBI:CHEBI:58272, ChEBI:CHEBI:58289; EC=5.4.2.11; Evidence={ECO:0000256|RuleBase:RU004511};					PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 3/5. {ECO:0000256|RuleBase:RU004511}.									
SPGP0CZ01040	2415.06281411708	2.16853779501169	0.222425250670644	9.74951264963505	1.8535594545353e-22	1.27235622860185e-20	S_eubayanus	SPGP0CZ01040	XP_018220929.1	A0A0L8RG95	A0A0L8RG95_SACEU	DI49_3261				DI49_3261	SBA1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	252		negative regulation of DNA binding [GO:0043392]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; regulation of telomerase activity [GO:0051972]	chaperone binding [GO:0051087]	cytoplasm [GO:0005737]; nucleus [GO:0005634]																
SPGP0CZ01350	1114.36632126968	-1.00632046478403	0.157518083477518	-6.38860277225032	1.67408297443097e-10	3.90950150291728e-09	S_eubayanus	SPGP0CZ01350	XP_018220960.1	A0A0L8RFU9	A0A0L8RFU9_SACEU	DI49_3292				DI49_3292	RRP14-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	432		ribosomal large subunit biogenesis [GO:0042273]; ribosomal small subunit biogenesis [GO:0042274]		nucleolus [GO:0005730]																
SPGP0CZ01520	68.004483606387	-1.02132039110721	0.321273994334528	-3.17897000416336	0.00147799385235925	0.00767016168168797	S_eubayanus	SPGP0CZ01520	XP_018220976.1	A0A0L8RFN3	A0A0L8RFN3_SACEU	DI49_3311				DI49_3311	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	177				integral component of membrane [GO:0016021]													"TRANSMEM 37..55;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0CZ01730	78.5656187444084	-1.14903994904772	0.254092316125821	-4.52213575981866	6.12187729546266e-06	6.43507310605419e-05	S_eubayanus	SPGP0CZ01730	XP_018220996.1	A0A0L8RFQ2	A0A0L8RFQ2_SACEU	DI49_3331				DI49_3331	VPS24-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	224		ATP export [GO:1904669]; intralumenal vesicle formation [GO:0070676]; late endosome to vacuole transport [GO:0045324]	identical protein binding [GO:0042802]	ESCRT III complex [GO:0000815]																
SPGP0CZ01840	31.4983163216436	-1.02014983373788	0.399797182669786	-2.55166839077123	0.0107208503396666	0.0390754726177471	S_eubayanus	SPGP0CZ01840	XP_018221006.1	A0A0L8RFR3	A0A0L8RFR3_SACEU	DI49_3342				DI49_3342	TFA1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	489		transcriptional open complex formation at RNA polymerase II promoter [GO:0001113]	RNA polymerase II complex binding [GO:0000993]; single-stranded DNA binding [GO:0003697]; TFIIH-class transcription factor complex binding [GO:0001097]	integral component of membrane [GO:0016021]; transcriptional preinitiation complex [GO:0097550]; transcription factor TFIIE complex [GO:0005673]													"TRANSMEM 20..38;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
